Date,Open,High,Low,Close,Adj Close,Volume
2022-06-14,7300.000000,7400.000000,7250.000000,7400.000000,7226.771973,80865100
2022-06-15,7300.000000,7375.000000,7300.000000,7325.000000,7153.527344,130367100
2022-06-16,7400.000000,7600.000000,7375.000000,7575.000000,7397.675293,132666300
2022-06-17,7425.000000,7550.000000,7425.000000,7500.000000,7324.430664,117839400
2022-06-20,7600.000000,7650.000000,7500.000000,7625.000000,7446.504883,88138700
2022-06-21,7600.000000,7650.000000,7550.000000,7650.000000,7470.919434,44295700
2022-06-22,7625.000000,7650.000000,7500.000000,7500.000000,7324.430664,53041800
2022-06-23,7450.000000,7575.000000,7450.000000,7525.000000,7348.845703,60443000
2022-06-24,7600.000000,7600.000000,7475.000000,7475.000000,7300.016113,57956600
2022-06-27,7475.000000,7500.000000,7350.000000,7350.000000,7177.942383,76354100
2022-06-28,7300.000000,7400.000000,7300.000000,7300.000000,7129.112793,146078100
2022-06-29,7325.000000,7400.000000,7275.000000,7275.000000,7104.697754,98517800
2022-06-30,7300.000000,7400.000000,7250.000000,7250.000000,7080.283203,101343900
2022-07-01,7300.000000,7325.000000,7250.000000,7250.000000,7080.283203,68738800
2022-07-04,7250.000000,7275.000000,7000.000000,7050.000000,6884.964844,102238600
2022-07-05,7100.000000,7325.000000,7100.000000,7250.000000,7080.283203,69172900
2022-07-06,7300.000000,7325.000000,7175.000000,7300.000000,7129.112793,66801100
2022-07-07,7225.000000,7250.000000,7100.000000,7100.000000,6933.794434,86126800
2022-07-08,7125.000000,7175.000000,7075.000000,7150.000000,6982.624023,64312400
2022-07-11,7200.000000,7200.000000,7125.000000,7125.000000,6958.209473,36830800
2022-07-12,7175.000000,7250.000000,7150.000000,7175.000000,7007.039063,34269000
2022-07-13,7100.000000,7125.000000,7000.000000,7000.000000,6836.135742,71988200
2022-07-14,7025.000000,7100.000000,7000.000000,7025.000000,6860.550293,83316300
2022-07-15,7100.000000,7100.000000,7000.000000,7000.000000,6836.135742,57419900
2022-07-18,7025.000000,7150.000000,7025.000000,7150.000000,6982.624023,60077700
2022-07-19,7100.000000,7175.000000,7100.000000,7175.000000,7007.039063,59641000
2022-07-20,7200.000000,7400.000000,7175.000000,7400.000000,7226.771973,105792900
2022-07-21,7400.000000,7400.000000,7250.000000,7400.000000,7226.771973,64337100
2022-07-22,7400.000000,7400.000000,7300.000000,7325.000000,7153.527344,38956500
2022-07-25,7350.000000,7375.000000,7300.000000,7300.000000,7129.112793,31247600
2022-07-26,7250.000000,7375.000000,7250.000000,7300.000000,7129.112793,44379900
2022-07-27,7325.000000,7350.000000,7275.000000,7325.000000,7153.527344,58465500
2022-07-28,7375.000000,7450.000000,7325.000000,7350.000000,7177.942383,86909700
2022-07-29,7400.000000,7475.000000,7350.000000,7350.000000,7177.942383,131553000
2022-08-01,7350.000000,7500.000000,7350.000000,7500.000000,7324.430664,104841600
2022-08-02,7600.000000,7625.000000,7500.000000,7600.000000,7422.089844,106466900
2022-08-03,7625.000000,7625.000000,7575.000000,7625.000000,7446.504883,60170600
2022-08-04,7675.000000,7800.000000,7650.000000,7800.000000,7617.408203,164221000
2022-08-05,7825.000000,7875.000000,7725.000000,7875.000000,7690.652344,118734200
2022-08-08,7875.000000,7925.000000,7750.000000,7875.000000,7690.652344,84328900
2022-08-09,7875.000000,7975.000000,7875.000000,7900.000000,7715.067383,92875800
2022-08-10,7800.000000,7900.000000,7725.000000,7900.000000,7715.067383,104376300
2022-08-11,7850.000000,7950.000000,7825.000000,7950.000000,7763.896484,73204700
2022-08-12,7925.000000,7975.000000,7850.000000,7925.000000,7739.482422,59381200
2022-08-15,7950.000000,7975.000000,7900.000000,7950.000000,7763.896484,81411000
2022-08-16,7950.000000,7975.000000,7850.000000,7975.000000,7788.311523,83556700
2022-08-18,7900.000000,8025.000000,7875.000000,8000.000000,7812.726074,86136900
2022-08-19,8050.000000,8050.000000,7900.000000,7900.000000,7715.067383,58194900
2022-08-22,7850.000000,8000.000000,7825.000000,8000.000000,7812.726074,97293300
2022-08-23,8000.000000,8000.000000,7900.000000,7900.000000,7715.067383,71671800
2022-08-24,7950.000000,8025.000000,7900.000000,7950.000000,7763.896484,108892400
2022-08-25,8000.000000,8100.000000,7900.000000,8075.000000,7885.970703,99503500
2022-08-26,8025.000000,8125.000000,8000.000000,8000.000000,7812.726074,80472400
2022-08-29,8000.000000,8150.000000,7950.000000,8150.000000,7959.215332,57762100
2022-08-30,8100.000000,8275.000000,8075.000000,8175.000000,7983.629395,124467000
2022-08-31,8075.000000,8225.000000,8050.000000,8200.000000,8008.044434,137659900
2022-09-01,8150.000000,8250.000000,8125.000000,8150.000000,7959.215332,74960800
2022-09-02,8150.000000,8225.000000,8150.000000,8225.000000,8032.458984,71430600
2022-09-05,8225.000000,8300.000000,8200.000000,8275.000000,8081.288574,62906000
2022-09-06,8300.000000,8350.000000,8250.000000,8275.000000,8081.288574,67079900
2022-09-07,8250.000000,8375.000000,8250.000000,8375.000000,8178.948242,117931700
2022-09-08,8400.000000,8500.000000,8350.000000,8350.000000,8154.532715,132777400
2022-09-09,8500.000000,8500.000000,8275.000000,8375.000000,8178.948242,91234600
2022-09-12,8325.000000,8425.000000,8325.000000,8375.000000,8178.948242,52395300
2022-09-13,8375.000000,8575.000000,8375.000000,8525.000000,8325.436523,124485200
2022-09-14,8375.000000,8650.000000,8375.000000,8500.000000,8301.021484,116642400
2022-09-15,8500.000000,8875.000000,8500.000000,8750.000000,8545.168945,190404800
2022-09-16,8700.000000,8725.000000,8450.000000,8450.000000,8252.192383,363127600
2022-09-19,8475.000000,8750.000000,8450.000000,8650.000000,8447.510742,102530600
2022-09-20,8550.000000,8650.000000,8550.000000,8550.000000,8349.851563,89238400
2022-09-21,8525.000000,8600.000000,8425.000000,8475.000000,8276.607422,90933700
2022-09-22,8375.000000,8525.000000,8375.000000,8475.000000,8276.607422,61908500
2022-09-23,8375.000000,8475.000000,8375.000000,8375.000000,8178.948242,60567600
2022-09-26,8200.000000,8500.000000,8200.000000,8425.000000,8227.777344,106228200
2022-09-27,8375.000000,8450.000000,8300.000000,8300.000000,8105.703125,89567100
2022-09-28,8250.000000,8425.000000,8250.000000,8325.000000,8130.118652,89153400
2022-09-29,8325.000000,8450.000000,8325.000000,8375.000000,8178.948242,62643700
2022-09-30,8375.000000,8575.000000,8275.000000,8550.000000,8349.851563,176524800
2022-10-03,8450.000000,8525.000000,8450.000000,8500.000000,8301.021484,115079600
2022-10-04,8525.000000,8625.000000,8525.000000,8550.000000,8349.851563,80524500
2022-10-05,8525.000000,8550.000000,8425.000000,8450.000000,8252.192383,63788000
2022-10-06,8475.000000,8500.000000,8425.000000,8425.000000,8227.777344,43967400
2022-10-07,8325.000000,8375.000000,8200.000000,8200.000000,8008.044434,112043400
2022-10-10,8150.000000,8375.000000,8125.000000,8300.000000,8105.703125,80238200
2022-10-11,8200.000000,8300.000000,8150.000000,8250.000000,8056.874512,64060000
2022-10-12,8200.000000,8325.000000,8175.000000,8325.000000,8130.118652,47569700
2022-10-13,8275.000000,8375.000000,8275.000000,8275.000000,8081.288574,62282800
2022-10-14,8300.000000,8350.000000,8250.000000,8250.000000,8056.874512,70642900
2022-10-17,8250.000000,8300.000000,8175.000000,8250.000000,8056.874512,56387500
2022-10-18,8275.000000,8475.000000,8250.000000,8300.000000,8105.703125,85665300
2022-10-19,8250.000000,8350.000000,8225.000000,8275.000000,8081.288574,66753500
2022-10-20,8250.000000,8500.000000,8250.000000,8500.000000,8301.021484,91812300
2022-10-21,8450.000000,8725.000000,8450.000000,8650.000000,8447.510742,122777800
2022-10-24,8750.000000,8900.000000,8725.000000,8900.000000,8691.658203,89416500
2022-10-25,8825.000000,8875.000000,8700.000000,8700.000000,8496.339844,84696300
2022-10-26,8625.000000,8650.000000,8550.000000,8550.000000,8349.851563,98962100
2022-10-27,8550.000000,8700.000000,8550.000000,8700.000000,8496.339844,77003400
2022-10-28,8650.000000,8750.000000,8650.000000,8750.000000,8545.168945,84980600
2022-10-31,8850.000000,8850.000000,8775.000000,8800.000000,8593.999023,138922800
2022-11-01,9000.000000,9000.000000,8725.000000,8800.000000,8593.999023,118118400
2022-11-02,8800.000000,8825.000000,8725.000000,8750.000000,8545.168945,68323600
2022-11-03,8700.000000,8825.000000,8700.000000,8800.000000,8593.999023,81856300
2022-11-04,8775.000000,8800.000000,8675.000000,8775.000000,8569.583984,84458300
2022-11-07,8725.000000,8850.000000,8675.000000,8850.000000,8642.828125,94794000
2022-11-08,8850.000000,8875.000000,8725.000000,8750.000000,8545.168945,42525500
2022-11-09,8675.000000,8875.000000,8675.000000,8875.000000,8667.243164,96599500
2022-11-10,8725.000000,8800.000000,8725.000000,8800.000000,8593.999023,89463000
2022-11-11,8900.000000,8925.000000,8825.000000,8850.000000,8642.828125,59597900
2022-11-14,8875.000000,8900.000000,8750.000000,8750.000000,8545.168945,49208200
2022-11-15,8775.000000,8850.000000,8750.000000,8800.000000,8593.999023,59092900
2022-11-16,8625.000000,8675.000000,8550.000000,8600.000000,8398.680664,143424800
2022-11-17,8625.000000,8825.000000,8600.000000,8725.000000,8520.754883,72679800
2022-11-18,8725.000000,8900.000000,8725.000000,8825.000000,8618.414063,83556900
2022-11-21,8875.000000,8900.000000,8725.000000,8725.000000,8520.754883,35901000
2022-11-22,8900.000000,8950.000000,8850.000000,8900.000000,8691.658203,84684200
2022-11-23,8900.000000,8975.000000,8875.000000,8875.000000,8667.243164,84642100
2022-11-24,8975.000000,9000.000000,8950.000000,9000.000000,8789.317383,53520800
2022-11-25,9000.000000,9000.000000,8900.000000,8975.000000,8764.902344,75048300
2022-11-28,9050.000000,9100.000000,8975.000000,9025.000000,8813.731445,96209700
2022-11-29,8975.000000,9075.000000,8925.000000,8975.000000,8764.902344,91562100
2022-11-30,8875.000000,9400.000000,8850.000000,9300.000000,9082.293945,644359600
2022-12-01,9275.000000,9350.000000,9000.000000,9000.000000,8789.317383,155775400
2022-12-02,8900.000000,8975.000000,8900.000000,8900.000000,8725.590820,130982100
2022-12-05,8800.000000,8900.000000,8775.000000,8775.000000,8603.041016,114656300
2022-12-06,8725.000000,8750.000000,8575.000000,8675.000000,8505.000000,180553800
2022-12-07,8500.000000,8575.000000,8450.000000,8450.000000,8284.409180,229308700
2022-12-08,8375.000000,8575.000000,8350.000000,8500.000000,8333.429688,172590100
2022-12-09,8500.000000,8600.000000,8450.000000,8575.000000,8406.959961,90851300
2022-12-12,8525.000000,8700.000000,8475.000000,8700.000000,8529.510742,102851800
2022-12-13,8625.000000,8700.000000,8550.000000,8700.000000,8529.510742,104580200
2022-12-14,8600.000000,8700.000000,8525.000000,8625.000000,8455.980469,118164300
2022-12-15,8575.000000,8600.000000,8500.000000,8500.000000,8333.429688,113255700
2022-12-16,8425.000000,8650.000000,8400.000000,8600.000000,8431.469727,181516700
2022-12-19,8650.000000,8700.000000,8600.000000,8650.000000,8480.490234,67482900
2022-12-20,8550.000000,8650.000000,8550.000000,8575.000000,8406.959961,41243700
2022-12-21,8600.000000,8700.000000,8575.000000,8675.000000,8505.000000,33617700
2022-12-22,8650.000000,8675.000000,8575.000000,8575.000000,8406.959961,59591500
2022-12-23,8525.000000,8575.000000,8500.000000,8500.000000,8333.429688,47393000
2022-12-26,8500.000000,8625.000000,8500.000000,8575.000000,8406.959961,20495900
2022-12-27,8600.000000,8650.000000,8575.000000,8600.000000,8431.469727,27193800
2022-12-28,8650.000000,8650.000000,8550.000000,8650.000000,8480.490234,40420200
2022-12-29,8525.000000,8600.000000,8500.000000,8575.000000,8406.959961,47020900
2022-12-30,8575.000000,8650.000000,8550.000000,8550.000000,8382.450195,44681400
2023-01-02,8575.000000,8600.000000,8500.000000,8550.000000,8382.450195,10653900
2023-01-03,8550.000000,8600.000000,8525.000000,8550.000000,8382.450195,27399100
2023-01-04,8525.000000,8575.000000,8350.000000,8350.000000,8186.369141,90918800
2023-01-05,8350.000000,8375.000000,8150.000000,8250.000000,8088.328613,128838500
2023-01-06,8100.000000,8325.000000,8100.000000,8300.000000,8137.349121,69286600
2023-01-09,8325.000000,8450.000000,8325.000000,8450.000000,8284.409180,86916900
2023-01-10,8400.000000,8425.000000,8150.000000,8175.000000,8014.798340,101759100
2023-01-11,8050.000000,8150.000000,8000.000000,8125.000000,7965.778320,96069100
2023-01-12,8150.000000,8275.000000,8125.000000,8175.000000,8014.798340,103804600
2023-01-13,8150.000000,8175.000000,8025.000000,8050.000000,7892.248047,119748200
2023-01-16,8050.000000,8200.000000,8050.000000,8150.000000,7990.288574,105710700
2023-01-17,8175.000000,8375.000000,8150.000000,8325.000000,8161.858887,88695900
2023-01-18,8200.000000,8325.000000,8175.000000,8300.000000,8137.349121,96814600
2023-01-19,8350.000000,8350.000000,8250.000000,8325.000000,8161.858887,66391800
2023-01-20,8275.000000,8325.000000,8250.000000,8300.000000,8137.349121,96859500
2023-01-24,8300.000000,8350.000000,8225.000000,8225.000000,8063.818848,42474500
2023-01-25,8300.000000,8300.000000,8200.000000,8200.000000,8039.308594,66124500
2023-01-26,8225.000000,8475.000000,8225.000000,8475.000000,8308.919922,77582300
2023-01-27,8700.000000,8850.000000,8550.000000,8700.000000,8529.510742,196804700
2023-01-30,8725.000000,8775.000000,8575.000000,8700.000000,8529.510742,68544300
2023-01-31,8625.000000,8675.000000,8475.000000,8475.000000,8308.919922,200589000
2023-02-01,8575.000000,8575.000000,8450.000000,8500.000000,8333.429688,77396200
2023-02-02,8425.000000,8525.000000,8400.000000,8450.000000,8284.409180,99109500
2023-02-03,8550.000000,8700.000000,8500.000000,8700.000000,8529.510742,71716700
2023-02-06,8750.000000,8750.000000,8650.000000,8725.000000,8554.020508,117757700
2023-02-07,8775.000000,8850.000000,8750.000000,8850.000000,8676.571289,116014700
2023-02-08,8825.000000,8850.000000,8800.000000,8825.000000,8652.060547,54495500
2023-02-09,8825.000000,8900.000000,8800.000000,8900.000000,8725.590820,72381700
2023-02-10,8875.000000,8900.000000,8700.000000,8825.000000,8652.060547,62060900
2023-02-13,8875.000000,8900.000000,8775.000000,8875.000000,8701.081055,63775000
2023-02-14,8850.000000,8950.000000,8825.000000,8950.000000,8774.611328,81678200
2023-02-15,8875.000000,8900.000000,8750.000000,8875.000000,8701.081055,38037000
2023-02-16,8825.000000,8850.000000,8700.000000,8700.000000,8529.510742,66040400
2023-02-17,8775.000000,8850.000000,8725.000000,8725.000000,8554.020508,43588900
2023-02-20,8725.000000,8825.000000,8700.000000,8750.000000,8578.530273,40077000
2023-02-21,8775.000000,8800.000000,8700.000000,8700.000000,8529.510742,25390500
2023-02-22,8700.000000,8750.000000,8625.000000,8675.000000,8505.000000,38671900
2023-02-23,8625.000000,8750.000000,8625.000000,8725.000000,8554.020508,53412300
2023-02-24,8775.000000,8850.000000,8675.000000,8675.000000,8505.000000,44123400
2023-02-27,8675.000000,8775.000000,8650.000000,8775.000000,8603.041016,59983900
2023-02-28,8775.000000,8775.000000,8675.000000,8750.000000,8578.530273,106349400
2023-03-01,8725.000000,8750.000000,8600.000000,8600.000000,8431.469727,67034700
2023-03-02,8600.000000,8700.000000,8600.000000,8625.000000,8455.980469,56672000
2023-03-03,8650.000000,8675.000000,8475.000000,8475.000000,8308.919922,95376900
2023-03-06,8550.000000,8550.000000,8400.000000,8400.000000,8235.389648,92652000
2023-03-07,8350.000000,8475.000000,8350.000000,8425.000000,8259.899414,106115600
2023-03-08,8400.000000,8575.000000,8400.000000,8575.000000,8406.959961,79350900
2023-03-09,8650.000000,8650.000000,8550.000000,8575.000000,8406.959961,54201400
2023-03-10,8500.000000,8550.000000,8450.000000,8450.000000,8284.409180,59580100
2023-03-13,8450.000000,8625.000000,8450.000000,8550.000000,8382.450195,82077700
2023-03-14,8425.000000,8475.000000,8325.000000,8325.000000,8161.858887,90495300
2023-03-15,8450.000000,8475.000000,8325.000000,8325.000000,8161.858887,86747400
2023-03-16,8300.000000,8350.000000,8250.000000,8300.000000,8137.349121,105894000
2023-03-17,8375.000000,8450.000000,8325.000000,8375.000000,8210.878906,198558600
2023-03-20,8400.000000,8475.000000,8375.000000,8400.000000,8235.389648,37277900
2023-03-21,8400.000000,8500.000000,8375.000000,8500.000000,8333.429688,91617400
2023-03-24,8700.000000,8825.000000,8625.000000,8825.000000,8652.060547,145603600
2023-03-27,8825.000000,8825.000000,8700.000000,8700.000000,8529.510742,110692800
2023-03-28,8800.000000,8800.000000,8675.000000,8675.000000,8505.000000,98296600
2023-03-29,8675.000000,8800.000000,8625.000000,8800.000000,8800.000000,101068200
2023-03-30,8900.000000,8900.000000,8800.000000,8825.000000,8825.000000,118912100
2023-03-31,8825.000000,8850.000000,8725.000000,8750.000000,8750.000000,97146900
2023-04-03,8825.000000,8825.000000,8750.000000,8800.000000,8800.000000,60288900
2023-04-04,8825.000000,8825.000000,8650.000000,8775.000000,8775.000000,60975800
2023-04-05,8775.000000,8800.000000,8725.000000,8725.000000,8725.000000,36922100
2023-04-06,8700.000000,8775.000000,8700.000000,8750.000000,8750.000000,45489400
2023-04-10,8725.000000,8800.000000,8700.000000,8800.000000,8800.000000,32996000
2023-04-11,8825.000000,8825.000000,8750.000000,8825.000000,8825.000000,44554300
2023-04-12,8900.000000,8900.000000,8825.000000,8900.000000,8900.000000,91903600
2023-04-13,8950.000000,8950.000000,8875.000000,8925.000000,8925.000000,51726500
2023-04-14,9000.000000,9000.000000,8950.000000,9000.000000,9000.000000,110354200
2023-04-17,9025.000000,9050.000000,8900.000000,9025.000000,9025.000000,83946900
2023-04-18,9050.000000,9175.000000,9025.000000,9125.000000,9125.000000,91178700
2023-04-26,9125.000000,9200.000000,9000.000000,9200.000000,9200.000000,186928200
2023-04-27,9100.000000,9175.000000,9075.000000,9150.000000,9150.000000,54842400
2023-04-28,9100.000000,9125.000000,9050.000000,9050.000000,9050.000000,145775300
2023-05-02,9100.000000,9100.000000,8900.000000,9050.000000,9050.000000,83645900
2023-05-03,9050.000000,9050.000000,8875.000000,8925.000000,8925.000000,83728800
2023-05-04,8925.000000,9025.000000,8875.000000,9000.000000,9000.000000,67565000
2023-05-05,9000.000000,9050.000000,8950.000000,9000.000000,9000.000000,64815100
2023-05-08,9000.000000,9075.000000,8950.000000,9000.000000,9000.000000,84754500
2023-05-09,8950.000000,8975.000000,8900.000000,8925.000000,8925.000000,40929600
2023-05-10,8925.000000,8950.000000,8900.000000,8925.000000,8925.000000,45322600
2023-05-11,8900.000000,8900.000000,8800.000000,8825.000000,8825.000000,81993900
2023-05-12,8750.000000,8875.000000,8725.000000,8800.000000,8800.000000,96525600
2023-05-15,8875.000000,8875.000000,8725.000000,8775.000000,8775.000000,64830300
2023-05-16,8800.000000,8825.000000,8700.000000,8700.000000,8700.000000,49497000
2023-05-17,8775.000000,8850.000000,8750.000000,8775.000000,8775.000000,69996100
2023-05-19,8900.000000,9000.000000,8825.000000,9000.000000,9000.000000,123592500
2023-05-22,9000.000000,9075.000000,8925.000000,9000.000000,9000.000000,91000000
2023-05-23,9050.000000,9150.000000,9025.000000,9125.000000,9125.000000,102980500
2023-05-24,9200.000000,9200.000000,9025.000000,9025.000000,9025.000000,77392900
2023-05-25,9100.000000,9150.000000,9050.000000,9050.000000,9050.000000,76325700
2023-05-26,9175.000000,9200.000000,9100.000000,9150.000000,9150.000000,55675900
2023-05-29,9250.000000,9250.000000,9075.000000,9150.000000,9150.000000,79148200
2023-05-30,9200.000000,9325.000000,9150.000000,9250.000000,9250.000000,97189500
2023-05-31,9300.000000,9325.000000,9050.000000,9050.000000,9050.000000,722827900
2023-06-05,9150.000000,9325.000000,9100.000000,9200.000000,9200.000000,163535600
2023-06-06,9050.000000,9200.000000,9050.000000,9150.000000,9150.000000,74872200
2023-06-07,9125.000000,9175.000000,9075.000000,9100.000000,9100.000000,87492200
2023-06-08,9075.000000,9125.000000,9075.000000,9125.000000,9125.000000,53188400
2023-06-09,9175.000000,9175.000000,9100.000000,9100.000000,9100.000000,44632400
2023-06-12,9150.000000,9150.000000,9100.000000,9150.000000,9150.000000,38082300
2023-06-13,9175.000000,9175.000000,9100.000000,9150.000000,9150.000000,45552600
2023-06-14,9100.000000,9125.000000,9050.000000,9075.000000,9075.000000,72223700
2023-06-15,9100.000000,9100.000000,9050.000000,9050.000000,9050.000000,59073000
2023-06-16,9100.000000,9100.000000,8975.000000,9050.000000,9050.000000,112769400
2023-06-19,9000.000000,9050.000000,9000.000000,9000.000000,9000.000000,32330600
2023-06-20,9025.000000,9050.000000,8950.000000,9050.000000,9050.000000,54990100
2023-06-21,9050.000000,9125.000000,9000.000000,9125.000000,9125.000000,42676300
2023-06-22,9125.000000,9150.000000,9050.000000,9050.000000,9050.000000,48291100
2023-06-23,9025.000000,9150.000000,9025.000000,9050.000000,9050.000000,47813500
2023-06-26,9025.000000,9125.000000,9025.000000,9075.000000,9075.000000,36389900
2023-06-27,9050.000000,9150.000000,9050.000000,9150.000000,9150.000000,36225100
2023-07-03,9025.000000,9075.000000,9025.000000,9075.000000,9075.000000,108855900
2023-07-04,9150.000000,9150.000000,9050.000000,9050.000000,9050.000000,35049300
2023-07-05,9050.000000,9075.000000,9025.000000,9050.000000,9050.000000,44609200
2023-07-06,9050.000000,9100.000000,9025.000000,9075.000000,9075.000000,52532400
2023-07-07,9025.000000,9100.000000,9025.000000,9025.000000,9025.000000,37641300
2023-07-10,9100.000000,9100.000000,9050.000000,9050.000000,9050.000000,28981500
2023-07-11,9100.000000,9100.000000,9025.000000,9025.000000,9025.000000,43703500
2023-07-12,9075.000000,9175.000000,9050.000000,9175.000000,9175.000000,61566500
2023-07-13,9200.000000,9225.000000,9125.000000,9125.000000,9125.000000,65230900
2023-07-14,9175.000000,9200.000000,9125.000000,9200.000000,9200.000000,55554500
2023-07-17,9200.000000,9250.000000,9175.000000,9175.000000,9175.000000,62550100
2023-07-18,9200.000000,9250.000000,9100.000000,9150.000000,9150.000000,52924600
2023-07-20,9200.000000,9225.000000,9125.000000,9150.000000,9150.000000,83476600
2023-07-21,9150.000000,9175.000000,9125.000000,9150.000000,9150.000000,42667800
2023-07-24,9200.000000,9200.000000,9100.000000,9100.000000,9100.000000,62061200
2023-07-25,9175.000000,9300.000000,9150.000000,9150.000000,9150.000000,122802700
2023-07-26,9175.000000,9350.000000,9125.000000,9350.000000,9350.000000,113868700
2023-07-27,9400.000000,9400.000000,9225.000000,9225.000000,9225.000000,77848400
2023-07-28,9200.000000,9225.000000,9125.000000,9125.000000,9125.000000,74510200
2023-07-31,9175.000000,9200.000000,9100.000000,9125.000000,9125.000000,80868000
2023-08-01,9175.000000,9175.000000,9100.000000,9125.000000,9125.000000,49756400
2023-08-02,9125.000000,9200.000000,9125.000000,9200.000000,9200.000000,60629900
2023-08-03,9150.000000,9300.000000,9150.000000,9250.000000,9250.000000,64596100
2023-08-04,9250.000000,9275.000000,9125.000000,9150.000000,9150.000000,52675900
2023-08-07,9150.000000,9275.000000,9150.000000,9275.000000,9275.000000,55589300
2023-08-08,9275.000000,9300.000000,9200.000000,9200.000000,9200.000000,43373400
2023-08-09,9275.000000,9400.000000,9250.000000,9400.000000,9400.000000,77056800
2023-08-10,9400.000000,9425.000000,9350.000000,9400.000000,9400.000000,76738100
2023-08-11,9425.000000,9450.000000,9375.000000,9400.000000,9400.000000,68898600
2023-08-14,9325.000000,9350.000000,9225.000000,9350.000000,9350.000000,75495400
2023-08-15,9325.000000,9375.000000,9300.000000,9300.000000,9300.000000,59303700
2023-08-16,9275.000000,9325.000000,9250.000000,9300.000000,9300.000000,53440000
2023-08-18,9250.000000,9350.000000,9250.000000,9250.000000,9250.000000,79328900
2023-08-21,9225.000000,9250.000000,9175.000000,9175.000000,9175.000000,73573000
2023-08-22,9150.000000,9325.000000,9150.000000,9300.000000,9300.000000,65664600
2023-08-23,9300.000000,9325.000000,9275.000000,9300.000000,9300.000000,63749800
2023-08-24,9250.000000,9325.000000,9200.000000,9200.000000,9200.000000,53725900
2023-08-25,9200.000000,9275.000000,9175.000000,9275.000000,9275.000000,50379000
2023-08-28,9250.000000,9250.000000,9200.000000,9200.000000,9200.000000,44423100
2023-08-29,9275.000000,9300.000000,9200.000000,9250.000000,9250.000000,45428500
2023-08-30,9300.000000,9300.000000,9200.000000,9200.000000,9200.000000,56227000
2023-08-31,9200.000000,9225.000000,9100.000000,9175.000000,9175.000000,136107200
2023-09-01,9200.000000,9275.000000,9175.000000,9225.000000,9225.000000,42152700
2023-09-04,9225.000000,9275.000000,9175.000000,9225.000000,9225.000000,40610600
2023-09-05,9250.000000,9250.000000,9200.000000,9225.000000,9225.000000,42007200
2023-09-06,9200.000000,9250.000000,9150.000000,9150.000000,9150.000000,49318400
2023-09-07,9125.000000,9175.000000,9100.000000,9175.000000,9175.000000,61405200
2023-09-08,9100.000000,9150.000000,9050.000000,9125.000000,9125.000000,80732300
2023-09-11,9075.000000,9125.000000,9075.000000,9125.000000,9125.000000,53155900
2023-09-12,9100.000000,9125.000000,9075.000000,9100.000000,9100.000000,66479000
2023-09-13,9050.000000,9075.000000,9000.000000,9075.000000,9075.000000,69490200
2023-09-14,9000.000000,9125.000000,9000.000000,9100.000000,9100.000000,112757900
2023-09-15,9050.000000,9100.000000,9000.000000,9000.000000,9000.000000,121005300
2023-09-18,9050.000000,9075.000000,9000.000000,9000.000000,9000.000000,34272200
2023-09-19,9000.000000,9075.000000,8975.000000,9075.000000,9075.000000,33325800
2023-09-20,9125.000000,9175.000000,9075.000000,9150.000000,9150.000000,54305500
2023-09-21,9125.000000,9150.000000,9075.000000,9125.000000,9125.000000,40607000
2023-09-22,9125.000000,9150.000000,9075.000000,9075.000000,9075.000000,42445300
2023-09-25,9075.000000,9075.000000,9000.000000,9000.000000,9000.000000,56132200
2023-09-26,9000.000000,9025.000000,8950.000000,8950.000000,8950.000000,73544700
2023-09-27,8900.000000,9000.000000,8875.000000,8875.000000,8875.000000,84345000
2023-09-29,8825.000000,8900.000000,8825.000000,8825.000000,8825.000000,118960000
2023-10-02,8900.000000,9100.000000,8875.000000,9075.000000,9075.000000,93663000
2023-10-03,9075.000000,9200.000000,9025.000000,9200.000000,9200.000000,98380200
2023-10-04,9200.000000,9250.000000,9125.000000,9200.000000,9200.000000,112582800
2023-10-05,9200.000000,9200.000000,9075.000000,9075.000000,9075.000000,72855700
2023-10-06,9100.000000,9100.000000,9025.000000,9025.000000,9025.000000,53344400
2023-10-09,9025.000000,9125.000000,9025.000000,9050.000000,9050.000000,43774500
2023-10-10,9000.000000,9000.000000,8925.000000,8925.000000,8925.000000,71966100
2023-10-11,8925.000000,9025.000000,8925.000000,8925.000000,8925.000000,84305800
2023-10-12,9000.000000,9100.000000,9000.000000,9050.000000,9050.000000,71064500
2023-10-13,9100.000000,9125.000000,9025.000000,9075.000000,9075.000000,62941800
2023-10-16,9125.000000,9125.000000,9050.000000,9100.000000,9100.000000,29429200
